name,run,time,bytes_recv,bytes_sent,packets_recv,packets_sent,errin,errout,dropin,dropout,workers
opendap-hub-compressed,0,261.9815068244934,5361737168,27574262,3583860,266027,0,0,0,0,8
opendap-hub-compressed,1,326.61604595184326,5360876412,25984775,3572737,251614,0,0,0,0,8
opendap-hub-compressed,2,293.7151439189911,5360753468,25363288,3572405,245791,0,0,0,0,8
opendap-hub-compressed,3,299.3735818862915,5360761205,25630882,3572524,248580,0,0,0,0,8
opendap-hub-compressed,4,297.304345369339,5360819110,25302785,3572753,245041,0,0,0,0,8
opendap-hub-compressed,0,594.300701379776,5361395994,22380894,3574363,210616,0,0,0,0,4
opendap-hub-compressed,1,595.3985602855682,5378813876,22874672,3589868,213362,0,0,0,0,4
opendap-hub-compressed,2,515.9709026813507,5361164875,22603573,3573453,213908,0,0,0,0,4
opendap-hub-compressed,3,515.517974615097,5361175147,22778209,3573395,215666,0,0,0,0,4
opendap-hub-compressed,4,544.8420495986938,5363186814,23616097,3576116,222979,0,0,0,0,4
opendap-hub-compressed,0,990.3644127845764,5363544618,21748287,3578001,197090,0,0,0,0,2
opendap-hub-compressed,1,956.0913844108582,5363128956,23208944,3588725,214274,0,0,0,0,2
opendap-hub-compressed,2,1033.8049306869507,5363354778,24184953,3590727,223995,0,0,0,0,2
opendap-hub-compressed,3,1173.464374780655,5371853457,23307220,3586332,211311,0,0,0,0,2
opendap-hub-compressed,4,1110.8127491474152,5363498518,22160425,3578171,201344,0,0,0,0,2
opendap-hub-compressed,0,1654.140130519867,5366096978,26526637,3615191,240535,0,0,0,0,1
opendap-hub-compressed,1,2243.0091004371643,5365532307,22549732,3588429,190969,0,0,0,0,1
opendap-hub-compressed,2,970.6414866447449,5367184320,31844771,3648638,305720,0,0,0,0,1
opendap-hub-compressed,3,657.6394753456116,5368733318,34919315,3668116,341486,0,0,0,0,1
opendap-hub-compressed,4,1259.7198810577393,5367171063,31789850,3642455,301931,0,0,0,0,1
opendap-hub-uncompressed,0,410.40516567230225,9660123525,44836837,6412498,452367,0,0,0,0,8
opendap-hub-uncompressed,1,395.9624171257019,9659850280,43958288,6411859,443693,0,0,0,0,8
opendap-hub-uncompressed,2,404.55540919303894,9659974665,43331156,6412250,437168,0,0,0,0,8
opendap-hub-uncompressed,3,444.26901364326477,9660157775,44834390,6412597,452140,0,0,0,0,8
opendap-hub-uncompressed,4,455.9761996269226,9660113726,45339388,6412571,457441,0,0,0,0,8
opendap-hub-uncompressed,0,752.7633571624756,9660921685,35558287,6415962,349198,0,0,0,0,4
opendap-hub-uncompressed,1,672.5823369026184,9661501921,34103259,6417762,334607,0,0,0,0,4
opendap-hub-uncompressed,2,841.3633787631989,9660893622,35909490,6414625,352530,0,0,0,0,4
opendap-hub-uncompressed,3,855.4977111816406,9661144173,35845921,6415155,351706,0,0,0,0,4
opendap-hub-uncompressed,4,862.6917841434479,9660898290,35811979,6414670,351199,0,0,0,0,4
opendap-hub-uncompressed,0,1487.079591035843,9677695209,31893941,6430340,301622,0,0,0,0,2
opendap-hub-uncompressed,1,1495.8453183174133,9662481763,31799059,6419003,300995,0,0,0,0,2
opendap-hub-uncompressed,2,1362.6727268695831,9662296736,30998010,6419882,293943,0,0,0,0,2
opendap-hub-uncompressed,3,1545.1169607639313,9661938991,32541965,6416950,307717,0,0,0,0,2
opendap-hub-uncompressed,4,1506.5760180950165,9661467472,32572564,6416754,308465,0,0,0,0,2
opendap-hub-uncompressed,0,2820.553907394409,9691413878,97439909,6456357,1362280,0,0,0,0,1
opendap-hub-uncompressed,1,4457.167932271957,9671229157,96435236,6449325,1317473,0,0,0,0,1
opendap-hub-uncompressed,2,2967.5345067977905,9671950632,88204191,6437110,1237210,0,0,0,0,1
opendap-hub-uncompressed,3,2535.449326992035,9672067298,98021300,6434135,1388488,0,0,0,0,1
opendap-hub-uncompressed,4,4108.67041516304,9664451474,107698892,6443806,1479090,0,0,0,0,1
