location,type,variable,project,experiment,frequency
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/tx_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,tx,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/tn_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,tn,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/sfcwind_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,sfcwind,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/t_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,t,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/tx35ba_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,tx35ba,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/tx40ba_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,tx40ba,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/rx5day_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,rx5day,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/tx40_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,tx40,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/hd_CORDEX-SEA_rcp26_yr_2006-2100.nc,opendap,hd,CORDEX-SEA,rcp26,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/cdd_CORDEX-SEA_rcp26_yr_2006-2100.nc,opendap,cdd,CORDEX-SEA,rcp26,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/txx_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,txx,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/cd_CORDEX-SEA_rcp26_yr_2006-2100.nc,opendap,cd,CORDEX-SEA,rcp26,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp26/rx1day_CORDEX-SEA_rcp26_mon_200601-210012.nc,opendap,rx1day,CORDEX-SEA,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/sfcwind_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,sfcwind,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/txx_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,txx,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/tnn_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,tnn,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/spi6_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,spi6,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/tx_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,tx,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/rx5day_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,rx5day,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/cdd_CORDEX-SEA_rcp45_yr_2006-2100.nc,opendap,cdd,CORDEX-SEA,rcp45,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/tx35_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,tx35,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/rx1day_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,rx1day,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/tx40_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,tx40,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/t_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,t,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/cd_CORDEX-SEA_rcp45_yr_2006-2100.nc,opendap,cd,CORDEX-SEA,rcp45,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/tn_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,tn,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/hd_CORDEX-SEA_rcp45_yr_2006-2100.nc,opendap,hd,CORDEX-SEA,rcp45,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-SEA/rcp45/pr_CORDEX-SEA_rcp45_mon_200601-210012.nc,opendap,pr,CORDEX-SEA,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/pr_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,pr,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/tnn_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,tnn,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/fd_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,fd,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/rx5day_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,rx5day,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/tn_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,tn,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/txx_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,txx,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/tx_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,tx,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/t_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,t,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/sfcwind_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,sfcwind,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/rx1day_CORDEX-ARC_historical_mon_197001-200512.nc,opendap,rx1day,CORDEX-ARC,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/cdd_CORDEX-ARC_historical_yr_1970-2005.nc,opendap,cdd,CORDEX-ARC,historical,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/historical/hd_CORDEX-ARC_historical_yr_1970-2005.nc,opendap,hd,CORDEX-ARC,historical,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/rx1day_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,rx1day,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/fd_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,fd,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/tx_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,tx,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/t_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,t,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/hd_CORDEX-ARC_rcp85_yr_2006-2100.nc,opendap,hd,CORDEX-ARC,rcp85,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/txx_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,txx,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/cdd_CORDEX-ARC_rcp85_yr_2006-2100.nc,opendap,cdd,CORDEX-ARC,rcp85,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/rx5day_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,rx5day,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/pr_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,pr,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/tn_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,tn,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/sfcwind_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,sfcwind,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp85/tnn_CORDEX-ARC_rcp85_mon_200601-210012.nc,opendap,tnn,CORDEX-ARC,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/cdd_CORDEX-ARC_rcp45_yr_2006-2100.nc,opendap,cdd,CORDEX-ARC,rcp45,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/fd_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,fd,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/rx5day_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,rx5day,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/sfcwind_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,sfcwind,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/txx_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,txx,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/hd_CORDEX-ARC_rcp45_yr_2006-2100.nc,opendap,hd,CORDEX-ARC,rcp45,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/tnn_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,tnn,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/tx_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,tx,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/tn_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,tn,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/rx1day_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,rx1day,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/t_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,t,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-ARC/rcp45/pr_CORDEX-ARC_rcp45_mon_200601-210012.nc,opendap,pr,CORDEX-ARC,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/cd_CORDEX-CAM_historical_yr_1970-2005.nc,opendap,cd,CORDEX-CAM,historical,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tnn_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tnn,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/t_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,t,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/fd_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,fd,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tx_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tx,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/rx1day_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,rx1day,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/sfcwind_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,sfcwind,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/hd_CORDEX-CAM_historical_yr_1970-2005.nc,opendap,hd,CORDEX-CAM,historical,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/cdd_CORDEX-CAM_historical_yr_1970-2005.nc,opendap,cdd,CORDEX-CAM,historical,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tx40ba_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tx40ba,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tx35_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tx35,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/txx_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,txx,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tn_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tn,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/rx5day_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,rx5day,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tx35ba_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tx35ba,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/tx40_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,tx40,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/pr_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,pr,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/historical/spi6_CORDEX-CAM_historical_mon_197001-200512.nc,opendap,spi6,CORDEX-CAM,historical,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/txx_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,txx,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tx40_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tx40,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/sfcwind_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,sfcwind,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/t_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,t,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/pr_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,pr,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/fd_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,fd,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tx_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tx,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/hd_CORDEX-CAM_rcp85_yr_2006-2100.nc,opendap,hd,CORDEX-CAM,rcp85,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tn_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tn,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tx40ba_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tx40ba,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/spi6_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,spi6,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tnn_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tnn,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/cd_CORDEX-CAM_rcp85_yr_2006-2100.nc,opendap,cd,CORDEX-CAM,rcp85,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/rx5day_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,rx5day,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tx35ba_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tx35ba,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/cdd_CORDEX-CAM_rcp85_yr_2006-2100.nc,opendap,cdd,CORDEX-CAM,rcp85,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/rx1day_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,rx1day,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp85/tx35_CORDEX-CAM_rcp85_mon_200601-210012.nc,opendap,tx35,CORDEX-CAM,rcp85,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tx_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tx,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/sfcwind_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,sfcwind,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tx40ba_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tx40ba,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tnn_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tnn,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/cdd_CORDEX-CAM_rcp26_yr_2006-2100.nc,opendap,cdd,CORDEX-CAM,rcp26,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tx35_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tx35,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/hd_CORDEX-CAM_rcp26_yr_2006-2100.nc,opendap,hd,CORDEX-CAM,rcp26,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/pr_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,pr,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/txx_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,txx,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tn_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tn,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/spi6_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,spi6,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tx35ba_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tx35ba,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/rx5day_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,rx5day,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/cd_CORDEX-CAM_rcp26_yr_2006-2100.nc,opendap,cd,CORDEX-CAM,rcp26,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/t_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,t,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/tx40_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,tx40,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/fd_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,fd,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp26/rx1day_CORDEX-CAM_rcp26_mon_200601-210012.nc,opendap,rx1day,CORDEX-CAM,rcp26,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp45/hd_CORDEX-CAM_rcp45_yr_2006-2100.nc,opendap,hd,CORDEX-CAM,rcp45,yr
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp45/rx5day_CORDEX-CAM_rcp45_mon_200601-210012.nc,opendap,rx5day,CORDEX-CAM,rcp45,mon
https://hub.climate4r.ifca.es/thredds/dodsC/ipcc/ar6/atlas/ia-monthly/CORDEX-CAM/rcp45/fd_CORDEX-CAM_rcp45_mon_200601-210012.nc,opendap,fd,CORDEX-CAM,rcp45,mon
