location,type,variable,project,experiment,frequency
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/ph_CMIP6_ssp585_mon_201501-210012.nc,netcdf,ph,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/rx5day_CMIP6_ssp585_mon_201501-210012.nc,netcdf,rx5day,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/sst_CMIP6_ssp585_mon_201501-210012.nc,netcdf,sst,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/hd_CMIP6_ssp585_yr_2015-2100.nc,netcdf,hd,CMIP6,ssp585,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/tn_CMIP6_ssp585_mon_201501-210012.nc,netcdf,tn,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/txx_CMIP6_ssp585_mon_201501-210012.nc,netcdf,txx,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/rx1day_CMIP6_ssp585_mon_201501-210012.nc,netcdf,rx1day,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/spi6_CMIP6_ssp585_mon_201501-210012.nc,netcdf,spi6,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/sfcwind_CMIP6_ssp585_mon_201501-210012.nc,netcdf,sfcwind,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/cdd_CMIP6_ssp585_yr_2015-2100.nc,netcdf,cdd,CMIP6,ssp585,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/t_CMIP6_ssp585_mon_201501-210012.nc,netcdf,t,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/tx_CMIP6_ssp585_mon_201501-210012.nc,netcdf,tx,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/fd_CMIP6_ssp585_mon_201501-210012.nc,netcdf,fd,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/prsn_CMIP6_ssp585_mon_201501-210012.nc,netcdf,prsn,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/tnn_CMIP6_ssp585_mon_201501-210012.nc,netcdf,tnn,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/tx35ba_CMIP6_ssp585_mon_201501-210012.nc,netcdf,tx35ba,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp585/siconc_CMIP6_ssp585_mon_201501-210012.nc,netcdf,siconc,CMIP6,ssp585,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/prsn_CMIP6_ssp370_mon_201501-210012.nc,netcdf,prsn,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/tx35_CMIP6_ssp370_mon_201501-210012.nc,netcdf,tx35,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/tn_CMIP6_ssp370_mon_201501-210012.nc,netcdf,tn,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/txx_CMIP6_ssp370_mon_201501-210012.nc,netcdf,txx,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/ph_CMIP6_ssp370_mon_201501-210012.nc,netcdf,ph,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/tx40_CMIP6_ssp370_mon_201501-210012.nc,netcdf,tx40,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/tx_CMIP6_ssp370_mon_201501-210012.nc,netcdf,tx,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/tnn_CMIP6_ssp370_mon_201501-210012.nc,netcdf,tnn,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/rx5day_CMIP6_ssp370_mon_201501-210012.nc,netcdf,rx5day,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/sfcwind_CMIP6_ssp370_mon_201501-210012.nc,netcdf,sfcwind,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/siconc_CMIP6_ssp370_mon_201501-210012.nc,netcdf,siconc,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/hd_CMIP6_ssp370_yr_2015-2100.nc,netcdf,hd,CMIP6,ssp370,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/rx1day_CMIP6_ssp370_mon_201501-210012.nc,netcdf,rx1day,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/cd_CMIP6_ssp370_yr_2015-2100.nc,netcdf,cd,CMIP6,ssp370,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/spi6_CMIP6_ssp370_mon_201501-210012.nc,netcdf,spi6,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/cdd_CMIP6_ssp370_yr_2015-2100.nc,netcdf,cdd,CMIP6,ssp370,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/pr_CMIP6_ssp370_mon_201501-210012.nc,netcdf,pr,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/t_CMIP6_ssp370_mon_201501-210012.nc,netcdf,t,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/tx35ba_CMIP6_ssp370_mon_201501-210012.nc,netcdf,tx35ba,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/fd_CMIP6_ssp370_mon_201501-210012.nc,netcdf,fd,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp370/sst_CMIP6_ssp370_mon_201501-210012.nc,netcdf,sst,CMIP6,ssp370,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/prsn_CMIP6_ssp126_mon_201501-210012.nc,netcdf,prsn,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/pr_CMIP6_ssp126_mon_201501-210012.nc,netcdf,pr,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/t_CMIP6_ssp126_mon_201501-210012.nc,netcdf,t,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/sst_CMIP6_ssp126_mon_201501-210012.nc,netcdf,sst,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/cdd_CMIP6_ssp126_yr_2015-2100.nc,netcdf,cdd,CMIP6,ssp126,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tx35_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tx35,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/txx_CMIP6_ssp126_mon_201501-210012.nc,netcdf,txx,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/rx1day_CMIP6_ssp126_mon_201501-210012.nc,netcdf,rx1day,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tx40ba_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tx40ba,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/fd_CMIP6_ssp126_mon_201501-210012.nc,netcdf,fd,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tn_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tn,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/ph_CMIP6_ssp126_mon_201501-210012.nc,netcdf,ph,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/cd_CMIP6_ssp126_yr_2015-2100.nc,netcdf,cd,CMIP6,ssp126,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/hd_CMIP6_ssp126_yr_2015-2100.nc,netcdf,hd,CMIP6,ssp126,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tx_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tx,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tx35ba_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tx35ba,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/sfcwind_CMIP6_ssp126_mon_201501-210012.nc,netcdf,sfcwind,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tnn_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tnn,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/rx5day_CMIP6_ssp126_mon_201501-210012.nc,netcdf,rx5day,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/spi6_CMIP6_ssp126_mon_201501-210012.nc,netcdf,spi6,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/siconc_CMIP6_ssp126_mon_201501-210012.nc,netcdf,siconc,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CMIP6/ssp126/tx40_CMIP6_ssp126_mon_201501-210012.nc,netcdf,tx40,CMIP6,ssp126,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/t_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,t,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/cdd_CORDEX-AUS_historical_yr_1970-2005.nc,netcdf,cdd,CORDEX-AUS,historical,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/rx1day_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,rx1day,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/sfcwind_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,sfcwind,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tx_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tx,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/cd_CORDEX-AUS_historical_yr_1970-2005.nc,netcdf,cd,CORDEX-AUS,historical,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tx40ba_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tx40ba,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/hd_CORDEX-AUS_historical_yr_1970-2005.nc,netcdf,hd,CORDEX-AUS,historical,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/rx5day_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,rx5day,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tn_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tn,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/pr_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,pr,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tx40_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tx40,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/spi6_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,spi6,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tnn_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tnn,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/txx_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,txx,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/fd_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,fd,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tx35ba_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tx35ba,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/historical/tx35_CORDEX-AUS_historical_mon_197001-200512.nc,netcdf,tx35,CORDEX-AUS,historical,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/spi6_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,spi6,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/hd_CORDEX-AUS_rcp85_yr_2006-2100.nc,netcdf,hd,CORDEX-AUS,rcp85,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/t_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,t,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/rx1day_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,rx1day,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tnn_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tnn,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/pr_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,pr,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tx_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tx,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/fd_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,fd,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/cd_CORDEX-AUS_rcp85_yr_2006-2100.nc,netcdf,cd,CORDEX-AUS,rcp85,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tn_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tn,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tx35ba_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tx35ba,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/cdd_CORDEX-AUS_rcp85_yr_2006-2100.nc,netcdf,cdd,CORDEX-AUS,rcp85,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/rx5day_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,rx5day,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tx35_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tx35,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tx40ba_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tx40ba,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/sfcwind_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,sfcwind,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/txx_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,txx,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp85/tx40_CORDEX-AUS_rcp85_mon_200601-210012.nc,netcdf,tx40,CORDEX-AUS,rcp85,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tx40_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tx40,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/rx5day_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,rx5day,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tnn_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tnn,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tx35ba_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tx35ba,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tx40ba_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tx40ba,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/fd_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,fd,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/pr_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,pr,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tx_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tx,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/sfcwind_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,sfcwind,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/rx1day_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,rx1day,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tx35_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tx35,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/hd_CORDEX-AUS_rcp26_yr_2006-2100.nc,netcdf,hd,CORDEX-AUS,rcp26,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/t_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,t,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/txx_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,txx,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/tn_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,tn,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/cdd_CORDEX-AUS_rcp26_yr_2006-2100.nc,netcdf,cdd,CORDEX-AUS,rcp26,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/cd_CORDEX-AUS_rcp26_yr_2006-2100.nc,netcdf,cd,CORDEX-AUS,rcp26,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp26/spi6_CORDEX-AUS_rcp26_mon_200601-210012.nc,netcdf,spi6,CORDEX-AUS,rcp26,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/cd_CORDEX-AUS_rcp45_yr_2006-2100.nc,netcdf,cd,CORDEX-AUS,rcp45,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/cdd_CORDEX-AUS_rcp45_yr_2006-2100.nc,netcdf,cdd,CORDEX-AUS,rcp45,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/tx35_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,tx35,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/pr_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,pr,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/tn_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,tn,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/tx_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,tx,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/rx1day_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,rx1day,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/tnn_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,tnn,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/t_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,t,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/txx_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,txx,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/tx40_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,tx40,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/spi6_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,spi6,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/fd_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,fd,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/rx5day_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,rx5day,CORDEX-AUS,rcp45,mon
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/hd_CORDEX-AUS_rcp45_yr_2006-2100.nc,netcdf,hd,CORDEX-AUS,rcp45,yr
/home/jovyan/shared/data/IPCC-WGI_AR6_Interactive_Atlas_Dataset/CORDEX-AUS/rcp45/sfcwind_CORDEX-AUS_rcp45_mon_200601-210012.nc,netcdf,sfcwind,CORDEX-AUS,rcp45,mon
